assignment_id,employee_id,project_id,start_date,end_date,utilization_pct
ASG008295,EMP00632,PRJ0002,2024-07-07,2024-09-14,94
ASG008296,EMP00632,PRJ0046,2024-09-14,2025-03-19,95
ASG008297,EMP00632,PRJ0238,2025-03-19,2025-08-10,75
ASG008298,EMP00632,PRJ0023,2025-08-10,2025-12-05,77
ASG008299,EMP00632,PRJ0181,2025-12-05,2026-02-20,94
ASG008300,EMP00632,PRJ0167,2026-02-20,2026-06-18,72
ASG008301,EMP00633,PRJ0152,2023-02-12,2023-10-23,93
ASG008302,EMP00633,PRJ0228,2023-10-23,2024-02-02,78
ASG008303,EMP00633,PRJ0073,2024-02-02,2024-07-27,77
ASG008304,EMP00633,PRJ0107,2024-07-27,2024-10-01,90
ASG008305,EMP00633,PRJ0178,2024-10-30,2025-02-28,83
ASG008306,EMP00633,PRJ0207,2025-02-28,2025-10-24,73
ASG008307,EMP00633,PRJ0203,2025-10-24,2026-06-18,80
ASG008308,EMP00634,PRJ0198,2016-03-14,2016-06-15,82
ASG008309,EMP00634,PRJ0122,2016-06-15,2017-03-09,76
ASG008310,EMP00634,PRJ0178,2017-03-09,2017-10-13,82
ASG008311,EMP00634,PRJ0033,2017-10-13,2018-04-13,100
ASG008312,EMP00634,PRJ0053,2018-04-13,2018-06-29,96
ASG008313,EMP00634,PRJ0037,2018-06-29,2019-01-04,77
ASG008314,EMP00634,PRJ0164,2019-01-04,2019-05-07,79
ASG008315,EMP00634,PRJ0070,2019-05-07,2019-10-06,90
ASG008316,EMP00634,PRJ0134,2019-10-06,2020-05-28,98
ASG008317,EMP00634,PRJ0116,2020-05-28,2021-02-20,75
ASG008318,EMP00634,PRJ0106,2021-02-20,2021-06-03,84
ASG008319,EMP00634,PRJ0062,2021-06-03,2021-08-08,97
ASG008320,EMP00634,PRJ0241,2021-09-04,2022-04-15,100
ASG008321,EMP00634,PRJ0045,2022-04-15,2022-10-30,96
ASG008322,EMP00634,PRJ0157,2022-10-30,2023-06-03,97
ASG008323,EMP00634,PRJ0178,2023-06-03,2023-12-13,85
ASG008324,EMP00634,PRJ0010,2023-12-13,2024-04-30,83
ASG008325,EMP00634,PRJ0153,2024-04-30,2025-01-15,91
ASG008326,EMP00634,PRJ0047,2025-01-15,2025-09-13,77
ASG008327,EMP00634,PRJ0184,2025-09-13,2026-04-28,80
ASG008328,EMP00634,PRJ0128,2026-04-28,2026-06-18,88
ASG008329,EMP00635,PRJ0157,2022-03-14,2022-10-26,75
ASG008330,EMP00635,PRJ0244,2022-10-26,2023-06-13,74
ASG008331,EMP00635,PRJ0023,2023-06-13,2024-01-11,99
ASG008332,EMP00635,PRJ0161,2024-01-11,2024-09-27,96
ASG008333,EMP00635,PRJ0212,2024-12-02,2025-04-19,75
ASG008334,EMP00635,PRJ0201,2025-04-19,2025-12-23,99
ASG008335,EMP00635,PRJ0078,2026-03-08,2026-06-18,81
ASG008336,EMP00636,PRJ0090,2017-04-25,2017-11-07,79
ASG008337,EMP00636,PRJ0108,2017-11-07,2018-03-27,85
ASG008338,EMP00636,PRJ0002,2018-03-27,2018-12-02,86
ASG008339,EMP00636,PRJ0143,2018-12-02,2019-06-18,75
ASG008340,EMP00636,PRJ0061,2019-06-18,2019-09-15,71
ASG008341,EMP00636,PRJ0050,2019-09-15,2020-01-10,95
ASG008342,EMP00636,PRJ0031,2020-01-10,2020-07-05,91
ASG008343,EMP00636,PRJ0136,2020-07-05,2021-02-01,100
ASG008344,EMP00636,PRJ0025,2021-02-01,2021-09-27,84
ASG008345,EMP00636,PRJ0159,2021-09-27,2022-06-14,83
ASG008346,EMP00636,PRJ0093,2022-06-14,2022-12-03,84
ASG008347,EMP00636,PRJ0221,2022-12-03,2023-07-27,93
ASG008348,EMP00636,PRJ0195,2023-07-27,2023-10-03,82
ASG008349,EMP00636,PRJ0139,2023-10-03,2024-05-14,97
ASG008350,EMP00636,PRJ0130,2024-05-14,2024-12-17,76
ASG008351,EMP00636,PRJ0057,2024-12-17,2025-02-26,72
ASG008352,EMP00636,PRJ0119,2025-02-26,2025-10-13,98
ASG008353,EMP00636,PRJ0198,2025-10-29,2026-06-18,89
ASG008354,EMP00637,PRJ0161,2024-12-03,2025-05-09,92
ASG008355,EMP00637,PRJ0169,2025-05-09,2025-11-03,93
ASG008356,EMP00637,PRJ0054,2025-11-03,2026-06-18,72
ASG008357,EMP00638,PRJ0071,2025-04-19,2025-07-28,95
ASG008358,EMP00638,PRJ0014,2025-07-28,2025-12-14,79
ASG008359,EMP00638,PRJ0050,2025-12-14,2026-06-18,89
ASG008360,EMP00639,PRJ0029,2021-05-28,2022-02-14,77
ASG008361,EMP00639,PRJ0204,2022-02-14,2022-07-20,75
ASG008362,EMP00639,PRJ0039,2022-07-20,2023-03-26,83
ASG008363,EMP00639,PRJ0176,2023-03-26,2023-06-15,70
ASG008364,EMP00639,PRJ0217,2023-06-15,2024-02-27,77
ASG008365,EMP00639,PRJ0248,2024-04-05,2024-11-28,81
ASG008366,EMP00639,PRJ0234,2025-01-15,2025-10-02,94
ASG008367,EMP00639,PRJ0122,2025-10-02,2026-03-29,82
ASG008368,EMP00639,PRJ0128,2026-05-23,2026-06-18,90
ASG008369,EMP00640,PRJ0046,2010-07-31,2010-11-04,100
ASG008370,EMP00640,PRJ0041,2010-11-04,2011-02-11,83
ASG008371,EMP00640,PRJ0172,2011-02-11,2011-08-23,94
ASG008372,EMP00640,PRJ0237,2011-08-23,2012-03-28,75
ASG008373,EMP00640,PRJ0012,2012-03-28,2012-08-25,99
ASG008374,EMP00640,PRJ0014,2012-08-25,2013-01-11,73
ASG008375,EMP00640,PRJ0166,2013-01-11,2013-05-16,92
ASG008376,EMP00640,PRJ0094,2013-05-16,2013-12-16,71
ASG008377,EMP00640,PRJ0073,2013-12-16,2014-03-06,70
ASG008378,EMP00640,PRJ0054,2014-03-06,2014-07-19,96
ASG008379,EMP00640,PRJ0112,2014-07-19,2014-12-13,87
ASG008380,EMP00640,PRJ0065,2014-12-13,2015-08-04,87
ASG008381,EMP00640,PRJ0086,2015-08-04,2015-11-24,87
ASG008382,EMP00640,PRJ0158,2015-11-28,2016-07-18,70
ASG008383,EMP00640,PRJ0207,2016-07-18,2017-02-22,89
ASG008384,EMP00640,PRJ0228,2017-02-22,2017-09-08,99
ASG008385,EMP00640,PRJ0195,2017-09-08,2017-12-19,88
ASG008386,EMP00640,PRJ0117,2017-12-19,2018-03-30,95
ASG008387,EMP00640,PRJ0012,2018-03-30,2018-06-22,77
ASG008388,EMP00640,PRJ0027,2018-06-22,2018-12-04,86
ASG008389,EMP00640,PRJ0190,2018-12-04,2019-05-20,79
ASG008390,EMP00640,PRJ0014,2019-05-20,2019-11-26,76
ASG008391,EMP00640,PRJ0237,2019-11-26,2020-07-10,100
ASG008392,EMP00640,PRJ0138,2020-07-10,2021-03-16,88
ASG008393,EMP00640,PRJ0046,2021-03-16,2021-08-31,87
ASG008394,EMP00640,PRJ0041,2021-08-31,2021-12-11,92
ASG008395,EMP00640,PRJ0202,2021-12-11,2022-02-20,70
ASG008396,EMP00640,PRJ0008,2022-02-20,2022-08-06,88
ASG008397,EMP00640,PRJ0125,2022-08-06,2023-02-16,70
ASG008398,EMP00640,PRJ0132,2023-02-16,2023-07-14,79
ASG008399,EMP00640,PRJ0030,2023-07-14,2023-12-13,70
ASG008400,EMP00640,PRJ0019,2023-12-13,2024-07-15,73
ASG008401,EMP00640,PRJ0230,2024-07-15,2024-10-28,82
ASG008402,EMP00640,PRJ0061,2024-10-28,2025-06-11,75
ASG008403,EMP00640,PRJ0185,2025-06-11,2025-11-01,77
ASG008404,EMP00640,PRJ0114,2025-11-01,2026-06-11,92
ASG008405,EMP00640,PRJ0152,2026-06-11,2026-06-18,78
ASG008406,EMP00641,PRJ0149,2019-07-16,2020-03-13,91
ASG008407,EMP00641,PRJ0084,2020-03-13,2020-05-17,92
ASG008408,EMP00641,PRJ0108,2020-06-18,2021-02-28,73
ASG008409,EMP00641,PRJ0051,2021-02-28,2021-07-29,92
ASG008410,EMP00641,PRJ0192,2021-07-29,2022-03-27,86
ASG008411,EMP00641,PRJ0174,2022-03-27,2022-11-29,89
ASG008412,EMP00641,PRJ0230,2022-11-29,2023-08-14,77
ASG008413,EMP00641,PRJ0084,2023-08-14,2024-03-23,87
ASG008414,EMP00641,PRJ0059,2024-03-23,2024-06-06,87
ASG008415,EMP00641,PRJ0200,2024-06-06,2024-09-07,73
ASG008416,EMP00641,PRJ0029,2024-09-07,2025-03-12,83
ASG008417,EMP00641,PRJ0084,2025-03-22,2025-09-20,75
ASG008418,EMP00641,PRJ0059,2025-09-20,2026-02-12,86
ASG008419,EMP00641,PRJ0026,2026-02-12,2026-06-18,75
ASG008420,EMP00642,PRJ0061,2019-05-08,2019-12-20,98
ASG008421,EMP00642,PRJ0189,2019-12-20,2020-07-03,93
ASG008422,EMP00642,PRJ0106,2020-07-03,2020-12-06,96
ASG008423,EMP00642,PRJ0223,2020-12-06,2021-07-21,89
ASG008424,EMP00642,PRJ0052,2021-07-21,2021-10-20,99
ASG008425,EMP00642,PRJ0097,2021-10-20,2022-05-29,90
ASG008426,EMP00642,PRJ0229,2022-05-29,2023-02-18,95
ASG008427,EMP00642,PRJ0057,2023-02-18,2023-08-17,82
ASG008428,EMP00642,PRJ0019,2023-08-17,2023-12-09,77
ASG008429,EMP00642,PRJ0121,2023-12-09,2024-04-02,89
ASG008430,EMP00642,PRJ0150,2024-04-02,2024-11-24,99
ASG008431,EMP00642,PRJ0125,2024-11-24,2025-06-26,89
ASG008432,EMP00642,PRJ0014,2025-07-02,2026-02-14,83
ASG008433,EMP00642,PRJ0228,2026-02-14,2026-06-18,84
ASG008434,EMP00643,PRJ0112,2011-03-18,2011-06-25,80
ASG008435,EMP00643,PRJ0038,2011-06-25,2011-08-26,84
ASG008436,EMP00643,PRJ0056,2011-08-26,2012-03-11,83
ASG008437,EMP00643,PRJ0238,2012-03-11,2012-12-02,75
ASG008438,EMP00643,PRJ0157,2012-12-02,2013-08-17,93
ASG008439,EMP00643,PRJ0117,2013-08-17,2014-02-24,78
ASG008440,EMP00643,PRJ0046,2014-02-24,2014-10-16,72
ASG008441,EMP00643,PRJ0100,2014-10-16,2015-05-18,97
ASG008442,EMP00643,PRJ0096,2015-05-22,2015-10-15,83
ASG008443,EMP00643,PRJ0035,2015-10-15,2016-05-29,88
ASG008444,EMP00643,PRJ0118,2016-05-29,2016-12-12,74
ASG008445,EMP00643,PRJ0185,2016-12-12,2017-04-16,88
ASG008446,EMP00643,PRJ0050,2017-04-16,2017-11-06,84
ASG008447,EMP00643,PRJ0162,2017-11-06,2018-04-18,98
ASG008448,EMP00643,PRJ0092,2018-04-18,2019-01-08,77
ASG008449,EMP00643,PRJ0250,2019-01-08,2019-06-20,88
ASG008450,EMP00643,PRJ0070,2019-06-20,2020-01-21,99
ASG008451,EMP00643,PRJ0052,2020-01-21,2020-08-04,83
ASG008452,EMP00643,PRJ0086,2020-08-04,2021-03-12,80
ASG008453,EMP00643,PRJ0033,2021-04-05,2021-06-20,73
ASG008454,EMP00643,PRJ0009,2021-06-20,2021-12-07,79
ASG008455,EMP00643,PRJ0178,2021-12-07,2022-08-20,88
ASG008456,EMP00643,PRJ0146,2022-08-20,2022-11-11,88
ASG008457,EMP00643,PRJ0016,2022-11-11,2023-03-12,80
ASG008458,EMP00643,PRJ0072,2023-03-12,2023-08-25,75
ASG008459,EMP00643,PRJ0035,2023-08-25,2024-03-21,94
ASG008460,EMP00643,PRJ0029,2024-03-21,2024-08-18,98
ASG008461,EMP00643,PRJ0219,2024-08-18,2025-02-12,77
ASG008462,EMP00643,PRJ0120,2025-03-02,2025-10-20,70
ASG008463,EMP00643,PRJ0118,2025-11-04,2026-06-18,74
ASG008464,EMP00644,PRJ0108,2021-05-17,2021-12-07,91
ASG008465,EMP00644,PRJ0044,2022-01-05,2022-08-02,99
ASG008466,EMP00644,PRJ0195,2022-08-19,2022-10-22,87
ASG008467,EMP00644,PRJ0088,2022-10-22,2023-05-04,98
ASG008468,EMP00644,PRJ0057,2023-05-24,2023-11-11,78
ASG008469,EMP00644,PRJ0227,2023-12-24,2024-09-07,86
ASG008470,EMP00644,PRJ0076,2024-09-07,2024-11-11,83
ASG008471,EMP00644,PRJ0155,2025-01-03,2025-03-07,70
ASG008472,EMP00644,PRJ0041,2025-03-07,2025-06-05,70
ASG008473,EMP00644,PRJ0203,2025-06-05,2025-08-22,74
ASG008474,EMP00644,PRJ0204,2025-08-22,2026-04-15,100
ASG008475,EMP00644,PRJ0164,2026-06-04,2026-06-18,84
ASG008476,EMP00645,PRJ0244,2022-03-07,2022-06-29,90
ASG008477,EMP00645,PRJ0157,2022-06-29,2023-01-01,88
ASG008478,EMP00645,PRJ0232,2023-01-01,2023-08-14,70
ASG008479,EMP00645,PRJ0044,2023-08-14,2024-05-04,82
ASG008480,EMP00645,PRJ0148,2024-05-04,2024-12-14,82
ASG008481,EMP00645,PRJ0249,2024-12-14,2025-04-11,89
ASG008482,EMP00645,PRJ0142,2025-06-05,2025-09-13,75
ASG008483,EMP00645,PRJ0219,2025-09-13,2026-03-20,91
ASG008484,EMP00645,PRJ0059,2026-03-20,2026-06-18,75
ASG008485,EMP00646,PRJ0023,2023-02-14,2023-06-24,75
ASG008486,EMP00646,PRJ0106,2023-06-24,2023-11-03,94
ASG008487,EMP00646,PRJ0220,2023-11-03,2024-01-08,78
ASG008488,EMP00646,PRJ0134,2024-01-08,2024-06-27,85
ASG008489,EMP00646,PRJ0126,2024-06-27,2024-09-25,85
ASG008490,EMP00646,PRJ0221,2024-09-25,2025-04-17,72
ASG008491,EMP00646,PRJ0056,2025-06-08,2026-02-01,89
ASG008492,EMP00646,PRJ0152,2026-02-01,2026-06-18,99
ASG008493,EMP00647,PRJ0122,2023-04-25,2023-07-23,87
ASG008494,EMP00647,PRJ0215,2023-07-23,2024-04-15,75
ASG008495,EMP00647,PRJ0119,2024-04-15,2024-09-28,95
ASG008496,EMP00647,PRJ0072,2024-09-28,2025-02-08,78
ASG008497,EMP00647,PRJ0004,2025-02-08,2025-09-26,79
ASG008498,EMP00647,PRJ0187,2025-09-26,2026-03-03,73
ASG008499,EMP00647,PRJ0110,2026-03-03,2026-06-18,82
ASG008500,EMP00648,PRJ0189,2020-06-07,2020-11-14,82
ASG008501,EMP00648,PRJ0224,2021-01-08,2021-06-06,72
ASG008502,EMP00648,PRJ0064,2021-06-06,2021-10-20,85
ASG008503,EMP00648,PRJ0064,2021-10-20,2022-06-22,89
ASG008504,EMP00648,PRJ0084,2022-06-22,2022-09-19,75
ASG008505,EMP00648,PRJ0112,2022-09-19,2023-03-08,99
ASG008506,EMP00648,PRJ0149,2023-03-08,2023-10-13,75
ASG008507,EMP00648,PRJ0057,2023-10-13,2024-07-02,73
ASG008508,EMP00648,PRJ0229,2024-09-21,2025-03-17,72
ASG008509,EMP00648,PRJ0238,2025-03-17,2025-10-06,92
ASG008510,EMP00648,PRJ0152,2025-11-24,2026-02-05,78
ASG008511,EMP00648,PRJ0243,2026-02-05,2026-06-18,87
ASG008512,EMP00649,PRJ0039,2023-02-23,2023-04-27,74
ASG008513,EMP00649,PRJ0234,2023-04-27,2023-08-17,75
ASG008514,EMP00649,PRJ0147,2023-08-17,2024-04-12,99
ASG008515,EMP00649,PRJ0230,2024-04-12,2024-11-01,74
ASG008516,EMP00649,PRJ0002,2024-11-01,2025-05-06,97
ASG008517,EMP00649,PRJ0107,2025-05-31,2026-02-07,77
ASG008518,EMP00649,PRJ0012,2026-02-07,2026-06-18,71
ASG008519,EMP00650,PRJ0011,2021-08-11,2022-03-05,81
ASG008520,EMP00650,PRJ0121,2022-03-05,2022-10-22,95
ASG008521,EMP00650,PRJ0188,2022-10-22,2023-03-14,94
ASG008522,EMP00650,PRJ0197,2023-03-14,2023-06-15,100
ASG008523,EMP00650,PRJ0130,2023-06-15,2024-01-12,93
ASG008524,EMP00650,PRJ0009,2024-01-12,2024-05-01,77
ASG008525,EMP00650,PRJ0109,2024-05-18,2024-07-24,71
ASG008526,EMP00650,PRJ0136,2024-07-24,2025-03-10,91
ASG008527,EMP00650,PRJ0101,2025-03-10,2025-07-06,99
ASG008528,EMP00650,PRJ0123,2025-07-06,2025-12-11,79
ASG008529,EMP00650,PRJ0208,2025-12-11,2026-06-18,86
ASG008530,EMP00651,PRJ0205,2024-09-19,2025-01-31,95
ASG008531,EMP00651,PRJ0179,2025-01-31,2025-10-05,86
ASG008532,EMP00651,PRJ0211,2025-10-05,2026-06-18,81
ASG008533,EMP00652,PRJ0026,2024-01-19,2024-08-10,95
ASG008534,EMP00652,PRJ0116,2024-08-10,2024-10-13,98
ASG008535,EMP00652,PRJ0127,2024-10-13,2025-07-02,99
ASG008536,EMP00652,PRJ0062,2025-07-02,2025-10-17,72
ASG008537,EMP00652,PRJ0022,2025-11-13,2026-04-30,70
ASG008538,EMP00652,PRJ0143,2026-06-06,2026-06-18,88
ASG008539,EMP00653,PRJ0193,2025-03-29,2025-11-03,87
ASG008540,EMP00653,PRJ0004,2025-11-03,2026-03-21,93
ASG008541,EMP00653,PRJ0178,2026-03-21,2026-06-18,91
ASG008542,EMP00654,PRJ0188,2024-05-03,2024-10-05,78
ASG008543,EMP00654,PRJ0105,2024-10-05,2025-06-18,95
ASG008544,EMP00654,PRJ0244,2025-08-12,2026-01-16,76
ASG008545,EMP00654,PRJ0056,2026-01-16,2026-05-07,71
ASG008546,EMP00654,PRJ0034,2026-05-07,2026-06-18,81
ASG008547,EMP00655,PRJ0092,2016-05-26,2016-10-02,89
ASG008548,EMP00655,PRJ0076,2016-10-02,2017-04-11,87
ASG008549,EMP00655,PRJ0062,2017-04-11,2017-10-15,91
ASG008550,EMP00655,PRJ0166,2017-10-15,2018-06-16,83
ASG008551,EMP00655,PRJ0024,2018-06-16,2018-09-01,90
ASG008552,EMP00655,PRJ0005,2018-09-26,2019-06-08,89
ASG008553,EMP00655,PRJ0123,2019-06-08,2020-02-20,95
ASG008554,EMP00655,PRJ0172,2020-02-20,2020-10-07,74
ASG008555,EMP00655,PRJ0079,2020-10-07,2021-02-09,91
ASG008556,EMP00655,PRJ0042,2021-02-09,2021-10-17,82
ASG008557,EMP00655,PRJ0181,2021-10-17,2022-06-08,73
ASG008558,EMP00655,PRJ0118,2022-06-08,2023-02-06,88
ASG008559,EMP00655,PRJ0220,2023-02-06,2023-05-07,78
ASG008560,EMP00655,PRJ0147,2023-05-07,2023-08-18,73
ASG008561,EMP00655,PRJ0192,2023-09-05,2024-01-31,86
ASG008562,EMP00655,PRJ0150,2024-01-31,2024-08-09,90
ASG008563,EMP00655,PRJ0007,2024-09-19,2024-11-24,84
ASG008564,EMP00655,PRJ0250,2024-11-24,2025-04-30,91
ASG008565,EMP00655,PRJ0117,2025-04-30,2025-10-12,88
ASG008566,EMP00655,PRJ0119,2025-10-12,2026-02-01,75
ASG008567,EMP00655,PRJ0198,2026-02-01,2026-05-31,95
ASG008568,EMP00655,PRJ0036,2026-05-31,2026-06-18,83
ASG008569,EMP00656,PRJ0224,2021-09-18,2022-05-24,93
ASG008570,EMP00656,PRJ0181,2022-05-24,2022-09-07,85
ASG008571,EMP00656,PRJ0104,2022-09-07,2023-05-17,93
ASG008572,EMP00656,PRJ0048,2023-05-17,2023-11-27,100
ASG008573,EMP00656,PRJ0203,2023-11-27,2024-02-19,97
ASG008574,EMP00656,PRJ0224,2024-03-07,2024-07-15,72
ASG008575,EMP00656,PRJ0095,2024-07-15,2025-04-06,87
ASG008576,EMP00656,PRJ0161,2025-04-06,2025-10-10,70
ASG008577,EMP00656,PRJ0119,2025-10-24,2026-03-23,79
ASG008578,EMP00656,PRJ0181,2026-03-23,2026-06-18,78
ASG008579,EMP00657,PRJ0163,2020-01-18,2020-06-08,80
ASG008580,EMP00657,PRJ0001,2020-06-08,2021-02-19,90
ASG008581,EMP00657,PRJ0221,2021-02-19,2021-08-30,87
ASG008582,EMP00657,PRJ0161,2021-08-30,2022-05-11,80
ASG008583,EMP00657,PRJ0019,2022-05-11,2023-01-25,93
ASG008584,EMP00657,PRJ0099,2023-01-25,2023-03-27,94
ASG008585,EMP00657,PRJ0229,2023-05-01,2023-12-26,93
ASG008586,EMP00657,PRJ0177,2024-01-28,2024-05-26,87
ASG008587,EMP00657,PRJ0086,2024-05-26,2024-09-01,76
ASG008588,EMP00657,PRJ0136,2024-09-01,2025-04-05,79
ASG008589,EMP00657,PRJ0009,2025-04-05,2025-12-15,72
ASG008590,EMP00657,PRJ0076,2025-12-15,2026-06-18,96
ASG008591,EMP00658,PRJ0110,2021-08-14,2022-04-28,96
ASG008592,EMP00658,PRJ0193,2022-04-28,2022-10-15,78
ASG008593,EMP00658,PRJ0070,2022-10-15,2023-04-26,77
ASG008594,EMP00658,PRJ0179,2023-04-26,2023-07-13,85
ASG008595,EMP00658,PRJ0243,2023-07-13,2024-03-31,85
ASG008596,EMP00658,PRJ0157,2024-03-31,2024-07-27,86
ASG008597,EMP00658,PRJ0139,2024-07-27,2024-10-15,97
ASG008598,EMP00658,PRJ0148,2024-12-09,2025-05-31,77
ASG008599,EMP00658,PRJ0204,2025-06-04,2025-12-15,88
ASG008600,EMP00658,PRJ0054,2025-12-15,2026-06-18,95
ASG008601,EMP00659,PRJ0202,2021-07-07,2022-03-12,100
ASG008602,EMP00659,PRJ0176,2022-03-12,2022-06-24,81
ASG008603,EMP00659,PRJ0021,2022-06-24,2022-09-13,84
ASG008604,EMP00659,PRJ0159,2022-09-13,2023-05-26,89
ASG008605,EMP00659,PRJ0226,2023-06-12,2023-12-05,85
ASG008606,EMP00659,PRJ0086,2023-12-05,2024-05-25,92
ASG008607,EMP00659,PRJ0189,2024-05-25,2024-12-03,74
ASG008608,EMP00659,PRJ0239,2024-12-03,2025-03-09,95
ASG008609,EMP00659,PRJ0015,2025-03-09,2025-07-14,86
ASG008610,EMP00659,PRJ0132,2025-07-14,2025-10-27,78
ASG008611,EMP00659,PRJ0243,2025-10-27,2026-03-10,89
ASG008612,EMP00659,PRJ0233,2026-03-10,2026-06-18,100
ASG008613,EMP00660,PRJ0173,2020-04-18,2020-10-06,85
ASG008614,EMP00660,PRJ0094,2020-10-06,2021-03-13,78
ASG008615,EMP00660,PRJ0228,2021-03-13,2021-06-02,75
ASG008616,EMP00660,PRJ0014,2021-06-26,2022-01-11,76
ASG008617,EMP00660,PRJ0029,2022-01-11,2022-04-21,93
ASG008618,EMP00660,PRJ0099,2022-04-21,2022-12-26,89
ASG008619,EMP00660,PRJ0094,2022-12-26,2023-06-09,81
ASG008620,EMP00660,PRJ0120,2023-06-09,2024-01-15,86
ASG008621,EMP00660,PRJ0159,2024-02-04,2024-08-31,70
ASG008622,EMP00660,PRJ0011,2024-09-28,2024-12-10,73
ASG008623,EMP00660,PRJ0094,2024-12-10,2025-04-01,75
ASG008624,EMP00660,PRJ0094,2025-04-01,2025-08-26,70
ASG008625,EMP00660,PRJ0045,2025-08-26,2026-02-08,71
ASG008626,EMP00660,PRJ0166,2026-02-08,2026-04-10,77
ASG008627,EMP00660,PRJ0144,2026-04-10,2026-06-18,99
ASG008628,EMP00661,PRJ0181,2025-01-30,2025-05-01,93
ASG008629,EMP00661,PRJ0018,2025-05-11,2025-07-16,85
ASG008630,EMP00661,PRJ0144,2025-07-16,2026-03-23,78
ASG008631,EMP00661,PRJ0182,2026-04-21,2026-06-18,96
ASG008632,EMP00662,PRJ0199,2011-04-18,2011-12-10,89
ASG008633,EMP00662,PRJ0053,2011-12-10,2012-02-18,89
ASG008634,EMP00662,PRJ0036,2012-02-18,2012-08-17,75
ASG008635,EMP00662,PRJ0086,2012-08-17,2012-11-17,84
ASG008636,EMP00662,PRJ0062,2012-11-17,2013-02-10,83
ASG008637,EMP00662,PRJ0139,2013-02-10,2013-10-03,70
ASG008638,EMP00662,PRJ0030,2013-10-03,2014-06-02,99
ASG008639,EMP00662,PRJ0167,2014-06-02,2014-10-13,97
ASG008640,EMP00662,PRJ0123,2014-10-13,2015-04-30,91
ASG008641,EMP00662,PRJ0189,2015-04-30,2015-10-08,84
ASG008642,EMP00662,PRJ0241,2015-11-09,2016-06-24,96
ASG008643,EMP00662,PRJ0193,2016-06-24,2017-03-14,91
ASG008644,EMP00662,PRJ0149,2017-03-14,2017-10-23,82
ASG008645,EMP00662,PRJ0224,2017-10-23,2018-05-10,82
ASG008646,EMP00662,PRJ0246,2018-05-10,2018-07-31,99
ASG008647,EMP00662,PRJ0180,2018-07-31,2018-10-19,88
ASG008648,EMP00662,PRJ0054,2018-10-19,2019-04-09,79
ASG008649,EMP00662,PRJ0193,2019-04-09,2019-12-04,94
ASG008650,EMP00662,PRJ0191,2019-12-04,2020-06-10,86
ASG008651,EMP00662,PRJ0195,2020-06-10,2020-08-25,97
ASG008652,EMP00662,PRJ0058,2020-08-25,2020-11-09,88
ASG008653,EMP00662,PRJ0083,2020-11-13,2021-04-02,74
ASG008654,EMP00662,PRJ0091,2021-04-02,2021-07-05,85
ASG008655,EMP00662,PRJ0230,2021-07-05,2021-09-20,89
ASG008656,EMP00662,PRJ0069,2021-09-20,2021-12-25,77
ASG008657,EMP00662,PRJ0129,2021-12-25,2022-08-04,95
ASG008658,EMP00662,PRJ0175,2022-08-04,2023-03-09,80
ASG008659,EMP00662,PRJ0109,2023-03-09,2023-09-06,92
ASG008660,EMP00662,PRJ0071,2023-09-06,2023-11-13,79
ASG008661,EMP00662,PRJ0014,2023-11-20,2024-06-12,90
ASG008662,EMP00662,PRJ0017,2024-06-12,2024-08-29,74
ASG008663,EMP00662,PRJ0096,2024-08-29,2025-02-27,70
ASG008664,EMP00662,PRJ0089,2025-02-27,2025-05-10,86
ASG008665,EMP00662,PRJ0116,2025-05-10,2026-01-05,70
ASG008666,EMP00662,PRJ0125,2026-01-05,2026-06-18,73
ASG008667,EMP00663,PRJ0129,2025-02-09,2025-08-22,89
ASG008668,EMP00663,PRJ0135,2025-10-13,2026-01-12,86
ASG008669,EMP00663,PRJ0213,2026-01-12,2026-05-30,72
ASG008670,EMP00663,PRJ0032,2026-05-30,2026-06-18,84
ASG008671,EMP00664,PRJ0121,2024-03-11,2024-05-24,88
ASG008672,EMP00664,PRJ0182,2024-05-24,2025-02-09,90
ASG008673,EMP00664,PRJ0137,2025-02-09,2025-08-07,72
ASG008674,EMP00664,PRJ0174,2025-09-30,2026-06-18,85
ASG008675,EMP00665,PRJ0212,2021-11-10,2022-04-17,90
ASG008676,EMP00665,PRJ0137,2022-05-11,2022-08-20,74
ASG008677,EMP00665,PRJ0231,2022-08-20,2023-01-27,81
ASG008678,EMP00665,PRJ0075,2023-01-27,2023-07-13,88
ASG008679,EMP00665,PRJ0116,2023-07-13,2024-03-27,85
ASG008680,EMP00665,PRJ0159,2024-03-27,2024-12-10,83
ASG008681,EMP00665,PRJ0095,2024-12-10,2025-03-06,90
ASG008682,EMP00665,PRJ0205,2025-03-06,2025-06-30,72
ASG008683,EMP00665,PRJ0173,2025-06-30,2025-10-01,95
ASG008684,EMP00665,PRJ0243,2025-10-01,2026-05-16,88
ASG008685,EMP00665,PRJ0178,2026-05-16,2026-06-18,71
ASG008686,EMP00666,PRJ0208,2023-04-12,2023-09-29,77
ASG008687,EMP00666,PRJ0241,2023-09-29,2023-12-16,70
ASG008688,EMP00666,PRJ0227,2023-12-16,2024-08-26,97
ASG008689,EMP00666,PRJ0017,2024-09-20,2024-12-09,83
ASG008690,EMP00666,PRJ0049,2024-12-09,2025-04-29,91
ASG008691,EMP00666,PRJ0229,2025-04-29,2025-07-17,70
ASG008692,EMP00666,PRJ0227,2025-07-17,2025-11-04,75
ASG008693,EMP00666,PRJ0118,2025-11-04,2026-01-17,89
